Type,Material,Size,Length,Coating,Thread Type,Description
Stud,Stainless Steel,"1/4""",30mm,Black Oxide,Coarse,"Stainless Steel Stud 1/4"" 30mm Black Oxide Coarse"
Stud,Stainless Steel,"1/4""",30mm,Black Oxide,Fine,"Stainless Steel Stud 1/4"" 30mm Black Oxide Fine"
Stud,Stainless Steel,"1/4""",30mm,Black Oxide,Machine,"Stainless Steel Stud 1/4"" 30mm Black Oxide Machine"
Stud,Stainless Steel,"1/4""",30mm,Black Oxide,Wood,"Stainless Steel Stud 1/4"" 30mm Black Oxide Wood"
Stud,Stainless Steel,"1/4""",30mm,Galvanized,Coarse,"Stainless Steel Stud 1/4"" 30mm Galvanized Coarse"
Stud,Stainless Steel,"1/4""",30mm,Galvanized,Fine,"Stainless Steel Stud 1/4"" 30mm Galvanized Fine"
Stud,Stainless Steel,"1/4""",30mm,Galvanized,Machine,"Stainless Steel Stud 1/4"" 30mm Galvanized Machine"
Stud,Stainless Steel,"1/4""",30mm,Galvanized,Wood,"Stainless Steel Stud 1/4"" 30mm Galvanized Wood"
Stud,Stainless Steel,"1/4""",30mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/4"" 30mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/4""",30mm,Nickel Plated,Fine,"Stainless Steel Stud 1/4"" 30mm Nickel Plated Fine"
Stud,Stainless Steel,"1/4""",30mm,Nickel Plated,Machine,"Stainless Steel Stud 1/4"" 30mm Nickel Plated Machine"
Stud,Stainless Steel,"1/4""",30mm,Nickel Plated,Wood,"Stainless Steel Stud 1/4"" 30mm Nickel Plated Wood"
Stud,Stainless Steel,"1/4""",30mm,Uncoated,Coarse,"Stainless Steel Stud 1/4"" 30mm Uncoated Coarse"
Stud,Stainless Steel,"1/4""",30mm,Uncoated,Fine,"Stainless Steel Stud 1/4"" 30mm Uncoated Fine"
Stud,Stainless Steel,"1/4""",30mm,Uncoated,Machine,"Stainless Steel Stud 1/4"" 30mm Uncoated Machine"
Stud,Stainless Steel,"1/4""",30mm,Uncoated,Wood,"Stainless Steel Stud 1/4"" 30mm Uncoated Wood"
Stud,Stainless Steel,"1/4""",40mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/4"" 40mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/4""",40mm,Zinc Plated,Fine,"Stainless Steel Stud 1/4"" 40mm Zinc Plated Fine"
Stud,Stainless Steel,"1/4""",40mm,Zinc Plated,Machine,"Stainless Steel Stud 1/4"" 40mm Zinc Plated Machine"
Stud,Stainless Steel,"1/4""",40mm,Zinc Plated,Wood,"Stainless Steel Stud 1/4"" 40mm Zinc Plated Wood"
Stud,Stainless Steel,"1/4""",40mm,Black Oxide,Coarse,"Stainless Steel Stud 1/4"" 40mm Black Oxide Coarse"
Stud,Stainless Steel,"1/4""",40mm,Black Oxide,Fine,"Stainless Steel Stud 1/4"" 40mm Black Oxide Fine"
Stud,Stainless Steel,"1/4""",40mm,Black Oxide,Machine,"Stainless Steel Stud 1/4"" 40mm Black Oxide Machine"
Stud,Stainless Steel,"1/4""",40mm,Black Oxide,Wood,"Stainless Steel Stud 1/4"" 40mm Black Oxide Wood"
Stud,Stainless Steel,"1/4""",40mm,Galvanized,Coarse,"Stainless Steel Stud 1/4"" 40mm Galvanized Coarse"
Stud,Stainless Steel,"1/4""",40mm,Galvanized,Fine,"Stainless Steel Stud 1/4"" 40mm Galvanized Fine"
Stud,Stainless Steel,"1/4""",40mm,Galvanized,Machine,"Stainless Steel Stud 1/4"" 40mm Galvanized Machine"
Stud,Stainless Steel,"1/4""",40mm,Galvanized,Wood,"Stainless Steel Stud 1/4"" 40mm Galvanized Wood"
Stud,Stainless Steel,"1/4""",40mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/4"" 40mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/4""",40mm,Nickel Plated,Fine,"Stainless Steel Stud 1/4"" 40mm Nickel Plated Fine"
Stud,Stainless Steel,"1/4""",40mm,Nickel Plated,Machine,"Stainless Steel Stud 1/4"" 40mm Nickel Plated Machine"
Stud,Stainless Steel,"1/4""",40mm,Nickel Plated,Wood,"Stainless Steel Stud 1/4"" 40mm Nickel Plated Wood"
Stud,Stainless Steel,"1/4""",40mm,Uncoated,Coarse,"Stainless Steel Stud 1/4"" 40mm Uncoated Coarse"
Stud,Stainless Steel,"1/4""",40mm,Uncoated,Fine,"Stainless Steel Stud 1/4"" 40mm Uncoated Fine"
Stud,Stainless Steel,"1/4""",40mm,Uncoated,Machine,"Stainless Steel Stud 1/4"" 40mm Uncoated Machine"
Stud,Stainless Steel,"1/4""",40mm,Uncoated,Wood,"Stainless Steel Stud 1/4"" 40mm Uncoated Wood"
Stud,Stainless Steel,"1/4""",50mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/4"" 50mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/4""",50mm,Zinc Plated,Fine,"Stainless Steel Stud 1/4"" 50mm Zinc Plated Fine"
Stud,Stainless Steel,"1/4""",50mm,Zinc Plated,Machine,"Stainless Steel Stud 1/4"" 50mm Zinc Plated Machine"
Stud,Stainless Steel,"1/4""",50mm,Zinc Plated,Wood,"Stainless Steel Stud 1/4"" 50mm Zinc Plated Wood"
Stud,Stainless Steel,"1/4""",50mm,Black Oxide,Coarse,"Stainless Steel Stud 1/4"" 50mm Black Oxide Coarse"
Stud,Stainless Steel,"1/4""",50mm,Black Oxide,Fine,"Stainless Steel Stud 1/4"" 50mm Black Oxide Fine"
Stud,Stainless Steel,"1/4""",50mm,Black Oxide,Machine,"Stainless Steel Stud 1/4"" 50mm Black Oxide Machine"
Stud,Stainless Steel,"1/4""",50mm,Black Oxide,Wood,"Stainless Steel Stud 1/4"" 50mm Black Oxide Wood"
Stud,Stainless Steel,"1/4""",50mm,Galvanized,Coarse,"Stainless Steel Stud 1/4"" 50mm Galvanized Coarse"
Stud,Stainless Steel,"1/4""",50mm,Galvanized,Fine,"Stainless Steel Stud 1/4"" 50mm Galvanized Fine"
Stud,Stainless Steel,"1/4""",50mm,Galvanized,Machine,"Stainless Steel Stud 1/4"" 50mm Galvanized Machine"
Stud,Stainless Steel,"1/4""",50mm,Galvanized,Wood,"Stainless Steel Stud 1/4"" 50mm Galvanized Wood"
Stud,Stainless Steel,"1/4""",50mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/4"" 50mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/4""",50mm,Nickel Plated,Fine,"Stainless Steel Stud 1/4"" 50mm Nickel Plated Fine"
Stud,Stainless Steel,"1/4""",50mm,Nickel Plated,Machine,"Stainless Steel Stud 1/4"" 50mm Nickel Plated Machine"
Stud,Stainless Steel,"1/4""",50mm,Nickel Plated,Wood,"Stainless Steel Stud 1/4"" 50mm Nickel Plated Wood"
Stud,Stainless Steel,"1/4""",50mm,Uncoated,Coarse,"Stainless Steel Stud 1/4"" 50mm Uncoated Coarse"
Stud,Stainless Steel,"1/4""",50mm,Uncoated,Fine,"Stainless Steel Stud 1/4"" 50mm Uncoated Fine"
Stud,Stainless Steel,"1/4""",50mm,Uncoated,Machine,"Stainless Steel Stud 1/4"" 50mm Uncoated Machine"
Stud,Stainless Steel,"1/4""",50mm,Uncoated,Wood,"Stainless Steel Stud 1/4"" 50mm Uncoated Wood"
Stud,Stainless Steel,"1/4""",100mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/4"" 100mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/4""",100mm,Zinc Plated,Fine,"Stainless Steel Stud 1/4"" 100mm Zinc Plated Fine"
Stud,Stainless Steel,"1/4""",100mm,Zinc Plated,Machine,"Stainless Steel Stud 1/4"" 100mm Zinc Plated Machine"
Stud,Stainless Steel,"1/4""",100mm,Zinc Plated,Wood,"Stainless Steel Stud 1/4"" 100mm Zinc Plated Wood"
Stud,Stainless Steel,"1/4""",100mm,Black Oxide,Coarse,"Stainless Steel Stud 1/4"" 100mm Black Oxide Coarse"
Stud,Stainless Steel,"1/4""",100mm,Black Oxide,Fine,"Stainless Steel Stud 1/4"" 100mm Black Oxide Fine"
Stud,Stainless Steel,"1/4""",100mm,Black Oxide,Machine,"Stainless Steel Stud 1/4"" 100mm Black Oxide Machine"
Stud,Stainless Steel,"1/4""",100mm,Black Oxide,Wood,"Stainless Steel Stud 1/4"" 100mm Black Oxide Wood"
Stud,Stainless Steel,"1/4""",100mm,Galvanized,Coarse,"Stainless Steel Stud 1/4"" 100mm Galvanized Coarse"
Stud,Stainless Steel,"1/4""",100mm,Galvanized,Fine,"Stainless Steel Stud 1/4"" 100mm Galvanized Fine"
Stud,Stainless Steel,"1/4""",100mm,Galvanized,Machine,"Stainless Steel Stud 1/4"" 100mm Galvanized Machine"
Stud,Stainless Steel,"1/4""",100mm,Galvanized,Wood,"Stainless Steel Stud 1/4"" 100mm Galvanized Wood"
Stud,Stainless Steel,"1/4""",100mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/4"" 100mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/4""",100mm,Nickel Plated,Fine,"Stainless Steel Stud 1/4"" 100mm Nickel Plated Fine"
Stud,Stainless Steel,"1/4""",100mm,Nickel Plated,Machine,"Stainless Steel Stud 1/4"" 100mm Nickel Plated Machine"
Stud,Stainless Steel,"1/4""",100mm,Nickel Plated,Wood,"Stainless Steel Stud 1/4"" 100mm Nickel Plated Wood"
Stud,Stainless Steel,"1/4""",100mm,Uncoated,Coarse,"Stainless Steel Stud 1/4"" 100mm Uncoated Coarse"
Stud,Stainless Steel,"1/4""",100mm,Uncoated,Fine,"Stainless Steel Stud 1/4"" 100mm Uncoated Fine"
Stud,Stainless Steel,"1/4""",100mm,Uncoated,Machine,"Stainless Steel Stud 1/4"" 100mm Uncoated Machine"
Stud,Stainless Steel,"1/4""",100mm,Uncoated,Wood,"Stainless Steel Stud 1/4"" 100mm Uncoated Wood"
Stud,Stainless Steel,"1/2""",10mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/2"" 10mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/2""",10mm,Zinc Plated,Fine,"Stainless Steel Stud 1/2"" 10mm Zinc Plated Fine"
Stud,Stainless Steel,"1/2""",10mm,Zinc Plated,Machine,"Stainless Steel Stud 1/2"" 10mm Zinc Plated Machine"
Stud,Stainless Steel,"1/2""",10mm,Zinc Plated,Wood,"Stainless Steel Stud 1/2"" 10mm Zinc Plated Wood"
Stud,Stainless Steel,"1/2""",10mm,Black Oxide,Coarse,"Stainless Steel Stud 1/2"" 10mm Black Oxide Coarse"
Stud,Stainless Steel,"1/2""",10mm,Black Oxide,Fine,"Stainless Steel Stud 1/2"" 10mm Black Oxide Fine"
Stud,Stainless Steel,"1/2""",10mm,Black Oxide,Machine,"Stainless Steel Stud 1/2"" 10mm Black Oxide Machine"
Stud,Stainless Steel,"1/2""",10mm,Black Oxide,Wood,"Stainless Steel Stud 1/2"" 10mm Black Oxide Wood"
Stud,Stainless Steel,"1/2""",10mm,Galvanized,Coarse,"Stainless Steel Stud 1/2"" 10mm Galvanized Coarse"
Stud,Stainless Steel,"1/2""",10mm,Galvanized,Fine,"Stainless Steel Stud 1/2"" 10mm Galvanized Fine"
Stud,Stainless Steel,"1/2""",10mm,Galvanized,Machine,"Stainless Steel Stud 1/2"" 10mm Galvanized Machine"
Stud,Stainless Steel,"1/2""",10mm,Galvanized,Wood,"Stainless Steel Stud 1/2"" 10mm Galvanized Wood"
Stud,Stainless Steel,"1/2""",10mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/2"" 10mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/2""",10mm,Nickel Plated,Fine,"Stainless Steel Stud 1/2"" 10mm Nickel Plated Fine"
Stud,Stainless Steel,"1/2""",10mm,Nickel Plated,Machine,"Stainless Steel Stud 1/2"" 10mm Nickel Plated Machine"
Stud,Stainless Steel,"1/2""",10mm,Nickel Plated,Wood,"Stainless Steel Stud 1/2"" 10mm Nickel Plated Wood"
Stud,Stainless Steel,"1/2""",10mm,Uncoated,Coarse,"Stainless Steel Stud 1/2"" 10mm Uncoated Coarse"
Stud,Stainless Steel,"1/2""",10mm,Uncoated,Fine,"Stainless Steel Stud 1/2"" 10mm Uncoated Fine"
Stud,Stainless Steel,"1/2""",10mm,Uncoated,Machine,"Stainless Steel Stud 1/2"" 10mm Uncoated Machine"
Stud,Stainless Steel,"1/2""",10mm,Uncoated,Wood,"Stainless Steel Stud 1/2"" 10mm Uncoated Wood"
Stud,Stainless Steel,"1/2""",20mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/2"" 20mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/2""",20mm,Zinc Plated,Fine,"Stainless Steel Stud 1/2"" 20mm Zinc Plated Fine"
Stud,Stainless Steel,"1/2""",20mm,Zinc Plated,Machine,"Stainless Steel Stud 1/2"" 20mm Zinc Plated Machine"
Stud,Stainless Steel,"1/2""",20mm,Zinc Plated,Wood,"Stainless Steel Stud 1/2"" 20mm Zinc Plated Wood"
Stud,Stainless Steel,"1/2""",20mm,Black Oxide,Coarse,"Stainless Steel Stud 1/2"" 20mm Black Oxide Coarse"
Stud,Stainless Steel,"1/2""",20mm,Black Oxide,Fine,"Stainless Steel Stud 1/2"" 20mm Black Oxide Fine"
Stud,Stainless Steel,"1/2""",20mm,Black Oxide,Machine,"Stainless Steel Stud 1/2"" 20mm Black Oxide Machine"
Stud,Stainless Steel,"1/2""",20mm,Black Oxide,Wood,"Stainless Steel Stud 1/2"" 20mm Black Oxide Wood"
Stud,Stainless Steel,"1/2""",20mm,Galvanized,Coarse,"Stainless Steel Stud 1/2"" 20mm Galvanized Coarse"
Stud,Stainless Steel,"1/2""",20mm,Galvanized,Fine,"Stainless Steel Stud 1/2"" 20mm Galvanized Fine"
Stud,Stainless Steel,"1/2""",20mm,Galvanized,Machine,"Stainless Steel Stud 1/2"" 20mm Galvanized Machine"
Stud,Stainless Steel,"1/2""",20mm,Galvanized,Wood,"Stainless Steel Stud 1/2"" 20mm Galvanized Wood"
Stud,Stainless Steel,"1/2""",20mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/2"" 20mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/2""",20mm,Nickel Plated,Fine,"Stainless Steel Stud 1/2"" 20mm Nickel Plated Fine"
Stud,Stainless Steel,"1/2""",20mm,Nickel Plated,Machine,"Stainless Steel Stud 1/2"" 20mm Nickel Plated Machine"
Stud,Stainless Steel,"1/2""",20mm,Nickel Plated,Wood,"Stainless Steel Stud 1/2"" 20mm Nickel Plated Wood"
Stud,Stainless Steel,"1/2""",20mm,Uncoated,Coarse,"Stainless Steel Stud 1/2"" 20mm Uncoated Coarse"
Stud,Stainless Steel,"1/2""",20mm,Uncoated,Fine,"Stainless Steel Stud 1/2"" 20mm Uncoated Fine"
Stud,Stainless Steel,"1/2""",20mm,Uncoated,Machine,"Stainless Steel Stud 1/2"" 20mm Uncoated Machine"
Stud,Stainless Steel,"1/2""",20mm,Uncoated,Wood,"Stainless Steel Stud 1/2"" 20mm Uncoated Wood"
Stud,Stainless Steel,"1/2""",30mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/2"" 30mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/2""",30mm,Zinc Plated,Fine,"Stainless Steel Stud 1/2"" 30mm Zinc Plated Fine"
Stud,Stainless Steel,"1/2""",30mm,Zinc Plated,Machine,"Stainless Steel Stud 1/2"" 30mm Zinc Plated Machine"
Stud,Stainless Steel,"1/2""",30mm,Zinc Plated,Wood,"Stainless Steel Stud 1/2"" 30mm Zinc Plated Wood"
Stud,Stainless Steel,"1/2""",30mm,Black Oxide,Coarse,"Stainless Steel Stud 1/2"" 30mm Black Oxide Coarse"
Stud,Stainless Steel,"1/2""",30mm,Black Oxide,Fine,"Stainless Steel Stud 1/2"" 30mm Black Oxide Fine"
Stud,Stainless Steel,"1/2""",30mm,Black Oxide,Machine,"Stainless Steel Stud 1/2"" 30mm Black Oxide Machine"
Stud,Stainless Steel,"1/2""",30mm,Black Oxide,Wood,"Stainless Steel Stud 1/2"" 30mm Black Oxide Wood"
Stud,Stainless Steel,"1/2""",30mm,Galvanized,Coarse,"Stainless Steel Stud 1/2"" 30mm Galvanized Coarse"
Stud,Stainless Steel,"1/2""",30mm,Galvanized,Fine,"Stainless Steel Stud 1/2"" 30mm Galvanized Fine"
Stud,Stainless Steel,"1/2""",30mm,Galvanized,Machine,"Stainless Steel Stud 1/2"" 30mm Galvanized Machine"
Stud,Stainless Steel,"1/2""",30mm,Galvanized,Wood,"Stainless Steel Stud 1/2"" 30mm Galvanized Wood"
Stud,Stainless Steel,"1/2""",30mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/2"" 30mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/2""",30mm,Nickel Plated,Fine,"Stainless Steel Stud 1/2"" 30mm Nickel Plated Fine"
Stud,Stainless Steel,"1/2""",30mm,Nickel Plated,Machine,"Stainless Steel Stud 1/2"" 30mm Nickel Plated Machine"
Stud,Stainless Steel,"1/2""",30mm,Nickel Plated,Wood,"Stainless Steel Stud 1/2"" 30mm Nickel Plated Wood"
Stud,Stainless Steel,"1/2""",30mm,Uncoated,Coarse,"Stainless Steel Stud 1/2"" 30mm Uncoated Coarse"
Stud,Stainless Steel,"1/2""",30mm,Uncoated,Fine,"Stainless Steel Stud 1/2"" 30mm Uncoated Fine"
Stud,Stainless Steel,"1/2""",30mm,Uncoated,Machine,"Stainless Steel Stud 1/2"" 30mm Uncoated Machine"
Stud,Stainless Steel,"1/2""",30mm,Uncoated,Wood,"Stainless Steel Stud 1/2"" 30mm Uncoated Wood"
Stud,Stainless Steel,"1/2""",40mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/2"" 40mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/2""",40mm,Zinc Plated,Fine,"Stainless Steel Stud 1/2"" 40mm Zinc Plated Fine"
Stud,Stainless Steel,"1/2""",40mm,Zinc Plated,Machine,"Stainless Steel Stud 1/2"" 40mm Zinc Plated Machine"
Stud,Stainless Steel,"1/2""",40mm,Zinc Plated,Wood,"Stainless Steel Stud 1/2"" 40mm Zinc Plated Wood"
Stud,Stainless Steel,"1/2""",40mm,Black Oxide,Coarse,"Stainless Steel Stud 1/2"" 40mm Black Oxide Coarse"
Stud,Stainless Steel,"1/2""",40mm,Black Oxide,Fine,"Stainless Steel Stud 1/2"" 40mm Black Oxide Fine"
Stud,Stainless Steel,"1/2""",40mm,Black Oxide,Machine,"Stainless Steel Stud 1/2"" 40mm Black Oxide Machine"
Stud,Stainless Steel,"1/2""",40mm,Black Oxide,Wood,"Stainless Steel Stud 1/2"" 40mm Black Oxide Wood"
Stud,Stainless Steel,"1/2""",40mm,Galvanized,Coarse,"Stainless Steel Stud 1/2"" 40mm Galvanized Coarse"
Stud,Stainless Steel,"1/2""",40mm,Galvanized,Fine,"Stainless Steel Stud 1/2"" 40mm Galvanized Fine"
Stud,Stainless Steel,"1/2""",40mm,Galvanized,Machine,"Stainless Steel Stud 1/2"" 40mm Galvanized Machine"
Stud,Stainless Steel,"1/2""",40mm,Galvanized,Wood,"Stainless Steel Stud 1/2"" 40mm Galvanized Wood"
Stud,Stainless Steel,"1/2""",40mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/2"" 40mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/2""",40mm,Nickel Plated,Fine,"Stainless Steel Stud 1/2"" 40mm Nickel Plated Fine"
Stud,Stainless Steel,"1/2""",40mm,Nickel Plated,Machine,"Stainless Steel Stud 1/2"" 40mm Nickel Plated Machine"
Stud,Stainless Steel,"1/2""",40mm,Nickel Plated,Wood,"Stainless Steel Stud 1/2"" 40mm Nickel Plated Wood"
Stud,Stainless Steel,"1/2""",40mm,Uncoated,Coarse,"Stainless Steel Stud 1/2"" 40mm Uncoated Coarse"
Stud,Stainless Steel,"1/2""",40mm,Uncoated,Fine,"Stainless Steel Stud 1/2"" 40mm Uncoated Fine"
Stud,Stainless Steel,"1/2""",40mm,Uncoated,Machine,"Stainless Steel Stud 1/2"" 40mm Uncoated Machine"
Stud,Stainless Steel,"1/2""",40mm,Uncoated,Wood,"Stainless Steel Stud 1/2"" 40mm Uncoated Wood"
Stud,Stainless Steel,"1/2""",50mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/2"" 50mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/2""",50mm,Zinc Plated,Fine,"Stainless Steel Stud 1/2"" 50mm Zinc Plated Fine"
Stud,Stainless Steel,"1/2""",50mm,Zinc Plated,Machine,"Stainless Steel Stud 1/2"" 50mm Zinc Plated Machine"
Stud,Stainless Steel,"1/2""",50mm,Zinc Plated,Wood,"Stainless Steel Stud 1/2"" 50mm Zinc Plated Wood"
Stud,Stainless Steel,"1/2""",50mm,Black Oxide,Coarse,"Stainless Steel Stud 1/2"" 50mm Black Oxide Coarse"
Stud,Stainless Steel,"1/2""",50mm,Black Oxide,Fine,"Stainless Steel Stud 1/2"" 50mm Black Oxide Fine"
Stud,Stainless Steel,"1/2""",50mm,Black Oxide,Machine,"Stainless Steel Stud 1/2"" 50mm Black Oxide Machine"
Stud,Stainless Steel,"1/2""",50mm,Black Oxide,Wood,"Stainless Steel Stud 1/2"" 50mm Black Oxide Wood"
Stud,Stainless Steel,"1/2""",50mm,Galvanized,Coarse,"Stainless Steel Stud 1/2"" 50mm Galvanized Coarse"
Stud,Stainless Steel,"1/2""",50mm,Galvanized,Fine,"Stainless Steel Stud 1/2"" 50mm Galvanized Fine"
Stud,Stainless Steel,"1/2""",50mm,Galvanized,Machine,"Stainless Steel Stud 1/2"" 50mm Galvanized Machine"
Stud,Stainless Steel,"1/2""",50mm,Galvanized,Wood,"Stainless Steel Stud 1/2"" 50mm Galvanized Wood"
Stud,Stainless Steel,"1/2""",50mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/2"" 50mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/2""",50mm,Nickel Plated,Fine,"Stainless Steel Stud 1/2"" 50mm Nickel Plated Fine"
Stud,Stainless Steel,"1/2""",50mm,Nickel Plated,Machine,"Stainless Steel Stud 1/2"" 50mm Nickel Plated Machine"
Stud,Stainless Steel,"1/2""",50mm,Nickel Plated,Wood,"Stainless Steel Stud 1/2"" 50mm Nickel Plated Wood"
Stud,Stainless Steel,"1/2""",50mm,Uncoated,Coarse,"Stainless Steel Stud 1/2"" 50mm Uncoated Coarse"
Stud,Stainless Steel,"1/2""",50mm,Uncoated,Fine,"Stainless Steel Stud 1/2"" 50mm Uncoated Fine"
Stud,Stainless Steel,"1/2""",50mm,Uncoated,Machine,"Stainless Steel Stud 1/2"" 50mm Uncoated Machine"
Stud,Stainless Steel,"1/2""",50mm,Uncoated,Wood,"Stainless Steel Stud 1/2"" 50mm Uncoated Wood"
Stud,Stainless Steel,"1/2""",100mm,Zinc Plated,Coarse,"Stainless Steel Stud 1/2"" 100mm Zinc Plated Coarse"
Stud,Stainless Steel,"1/2""",100mm,Zinc Plated,Fine,"Stainless Steel Stud 1/2"" 100mm Zinc Plated Fine"
Stud,Stainless Steel,"1/2""",100mm,Zinc Plated,Machine,"Stainless Steel Stud 1/2"" 100mm Zinc Plated Machine"
Stud,Stainless Steel,"1/2""",100mm,Zinc Plated,Wood,"Stainless Steel Stud 1/2"" 100mm Zinc Plated Wood"
Stud,Stainless Steel,"1/2""",100mm,Black Oxide,Coarse,"Stainless Steel Stud 1/2"" 100mm Black Oxide Coarse"
Stud,Stainless Steel,"1/2""",100mm,Black Oxide,Fine,"Stainless Steel Stud 1/2"" 100mm Black Oxide Fine"
Stud,Stainless Steel,"1/2""",100mm,Black Oxide,Machine,"Stainless Steel Stud 1/2"" 100mm Black Oxide Machine"
Stud,Stainless Steel,"1/2""",100mm,Black Oxide,Wood,"Stainless Steel Stud 1/2"" 100mm Black Oxide Wood"
Stud,Stainless Steel,"1/2""",100mm,Galvanized,Coarse,"Stainless Steel Stud 1/2"" 100mm Galvanized Coarse"
Stud,Stainless Steel,"1/2""",100mm,Galvanized,Fine,"Stainless Steel Stud 1/2"" 100mm Galvanized Fine"
Stud,Stainless Steel,"1/2""",100mm,Galvanized,Machine,"Stainless Steel Stud 1/2"" 100mm Galvanized Machine"
Stud,Stainless Steel,"1/2""",100mm,Galvanized,Wood,"Stainless Steel Stud 1/2"" 100mm Galvanized Wood"
Stud,Stainless Steel,"1/2""",100mm,Nickel Plated,Coarse,"Stainless Steel Stud 1/2"" 100mm Nickel Plated Coarse"
Stud,Stainless Steel,"1/2""",100mm,Nickel Plated,Fine,"Stainless Steel Stud 1/2"" 100mm Nickel Plated Fine"
Stud,Stainless Steel,"1/2""",100mm,Nickel Plated,Machine,"Stainless Steel Stud 1/2"" 100mm Nickel Plated Machine"
Stud,Stainless Steel,"1/2""",100mm,Nickel Plated,Wood,"Stainless Steel Stud 1/2"" 100mm Nickel Plated Wood"
Stud,Stainless Steel,"1/2""",100mm,Uncoated,Coarse,"Stainless Steel Stud 1/2"" 100mm Uncoated Coarse"
Stud,Stainless Steel,"1/2""",100mm,Uncoated,Fine,"Stainless Steel Stud 1/2"" 100mm Uncoated Fine"
Stud,Stainless Steel,"1/2""",100mm,Uncoated,Machine,"Stainless Steel Stud 1/2"" 100mm Uncoated Machine"
Stud,Stainless Steel,"1/2""",100mm,Uncoated,Wood,"Stainless Steel Stud 1/2"" 100mm Uncoated Wood"
Stud,Stainless Steel,"3/4""",10mm,Zinc Plated,Coarse,"Stainless Steel Stud 3/4"" 10mm Zinc Plated Coarse"
Stud,Stainless Steel,"3/4""",10mm,Zinc Plated,Fine,"Stainless Steel Stud 3/4"" 10mm Zinc Plated Fine"
Stud,Stainless Steel,"3/4""",10mm,Zinc Plated,Machine,"Stainless Steel Stud 3/4"" 10mm Zinc Plated Machine"
Stud,Stainless Steel,"3/4""",10mm,Zinc Plated,Wood,"Stainless Steel Stud 3/4"" 10mm Zinc Plated Wood"
Stud,Stainless Steel,"3/4""",10mm,Black Oxide,Coarse,"Stainless Steel Stud 3/4"" 10mm Black Oxide Coarse"
Stud,Stainless Steel,"3/4""",10mm,Black Oxide,Fine,"Stainless Steel Stud 3/4"" 10mm Black Oxide Fine"
Stud,Stainless Steel,"3/4""",10mm,Black Oxide,Machine,"Stainless Steel Stud 3/4"" 10mm Black Oxide Machine"
Stud,Stainless Steel,"3/4""",10mm,Black Oxide,Wood,"Stainless Steel Stud 3/4"" 10mm Black Oxide Wood"
Stud,Stainless Steel,"3/4""",10mm,Galvanized,Coarse,"Stainless Steel Stud 3/4"" 10mm Galvanized Coarse"
Stud,Stainless Steel,"3/4""",10mm,Galvanized,Fine,"Stainless Steel Stud 3/4"" 10mm Galvanized Fine"
Stud,Stainless Steel,"3/4""",10mm,Galvanized,Machine,"Stainless Steel Stud 3/4"" 10mm Galvanized Machine"
Stud,Stainless Steel,"3/4""",10mm,Galvanized,Wood,"Stainless Steel Stud 3/4"" 10mm Galvanized Wood"
Stud,Stainless Steel,"3/4""",10mm,Nickel Plated,Coarse,"Stainless Steel Stud 3/4"" 10mm Nickel Plated Coarse"
Stud,Stainless Steel,"3/4""",10mm,Nickel Plated,Fine,"Stainless Steel Stud 3/4"" 10mm Nickel Plated Fine"
Stud,Stainless Steel,"3/4""",10mm,Nickel Plated,Machine,"Stainless Steel Stud 3/4"" 10mm Nickel Plated Machine"
Stud,Stainless Steel,"3/4""",10mm,Nickel Plated,Wood,"Stainless Steel Stud 3/4"" 10mm Nickel Plated Wood"
Stud,Stainless Steel,"3/4""",10mm,Uncoated,Coarse,"Stainless Steel Stud 3/4"" 10mm Uncoated Coarse"
